0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,61,0,2,0,0,0,0,0,0,0,0,0,0
0,NA,2421,0,20,0,0,0,0,0,2,0,0,0,0
0,NA,36020,3,473,3,2,1,0,0,4,1,2,1,0
0,NA,110291,0,236,0,0,0,0,0,0,0,0,0,0
0,NA,20240,0,1120,0,0,0,0,6,0,0,0,19,0
